level_0	hhid14	pid14	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_14	hhid07	pid07	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw00	sw01	sw03b	kk01	kk02a	kk02c	nonfood07	food07	total07	pce07	change
77	1631241	3	3:New	2:Job se	3:No	3:No	3:No	3:No	3:No	1:Yes	1:Yes		16.0	1:Not ye	3:Female	163123103	5	234345.82	290557.89	524903.72	2171	B A T A M	524903.71	1:Urban	96:SAME	3:Childr	1631231	3	3:Junior	5.0	3:No	1:Yes	1:Yes	10434	2	15	3	4.0	25.998			2013.0	4:Not ve	3.0	2:Adequa	1:Very h	0.0	2:Somewh	94161.66	207740.12	301901.78	293502.29	223001.94
78	1631241	3	3:New	2:Job se	3:No	3:No	3:No	3:No	3:No	1:Yes	1:Yes		16.0	1:Not ye	3:Female	163123103	5	234345.82	290557.89	524903.72	2171	BATAM	524903.71	1:Urban	96:SAME	3:Childr	1631231	3	3:Junior	5.0	3:No	1:Yes	1:Yes	10434	2	15	3	4.0	25.998			2013.0	4:Not ve	3.0	2:Adequa	1:Very h	0.0	2:Somewh	94161.66	207740.12	301901.78	293502.29	223001.94
79	0040200	9	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	004020009	2	440431.32	400379.7	840811.01	1206	TOBA SAMOSIR	527773.24	2:Rural	96:SAME	3:Childr	0040200	9	3:Junior	9.0	3:No	3:No		269	2	30	3			3:No	B	2008.0	4:Not ve	1:Poores	2:Adequa	2:Somewh	0.0	3:About	136813.33	0	136813.33		703997.68
80	0040300	10	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		20.0	1:Not ye	1:Male	004030010	7	179015.31	181610.3	360625.61	1206	TOBA SAMOSIR	255557.78	2:Rural	96:SAME	3:Childr	0040300	10	6:Senior	5.0	3:No	1:Yes	3:No	279	3	60	5			3:No	F	2013.0	1:Comple	1:Poores	2:Adequa	2:Somewh	0.0	2:Somewh	77019.873	180508.55	257528.43	257528.43	103097.19
82	0040400	8	3:New	95:Other	3:No	3:No	3:No	3:No	3:No	1:Yes	1:Yes		21.0	1:Not ye	1:Male	004040008	5	108989.59	152694.69	261684.28	1206	TOBA SAMOSIR	253489.59	2:Rural	96:SAME	8:Siblin	0040400	8	3:Junior	7.0	3:No	3:No														2:Somewh	0.0	3:About	592619.11	411785.11	1004404.2	781805.93	-742719.94
83	0041000	9	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No	3:Not re	24.0	1:Not ye	1:Male	004100009	2	278312.71	666174.98	944487.69	1206	TOBA SAMOSIR	944487.63	2:Rural	96:SAME	3:Childr	0041000	9	6:Senior	6.0	3:No	3:No		309	3	15	6	3.0	20.8			2008.0	4:Not ve	2.0	2:Adequa	2:Somewh	0.0	3:About	550841.25	433643.58	984484.83	740407.77	-39997.14
84	0041031	3	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		17.0	1:Not ye	1:Male	004103103	5	63932.367	239695.16	303627.52	1206	TOBA SAMOSIR	303627.54	2:Rural	96:SAME	3:Childr	0041031	3	5:Senior	6.0	1:Yes	1:Yes	1:Yes	318	3	30	5			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	0.0	1:Much b	60270.763	240302	300572.77	300572.77	3054.7572
85	0041031	4	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	004103104	5	63932.367	239695.16	303627.52	1206	TOBA SAMOSIR	303627.54	2:Rural	96:SAME	3:Childr	0041031	4	5:Senior	5.0	1:Yes	1:Yes	1:Yes	321	3	20	5			6:Still			3:Somewh	3.0	1:Less a	2:Somewh	0.0	3:About	60270.763	240302	300572.77	300572.77	3054.7572
86	0041055	2	3:New										18.0	1:Not ye	3:Female		2	226378.76	330246.66	556625.43	1206	TOBA SAMOSIR	556625.42	1:Urban	12:Move	19:Frien	0040500	5																					82579.409	90959.386	173538.79		383086.63
87	0041300	7	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	004130007	6	127063.47	144408.93	271472.4	1206	TOBA SAMOSIR	271472.38	2:Rural	96:SAME	10:Grand	0041341	4	3:Junior	7.0	1:Yes	1:Yes	3:No	323	2	17	3			6:Still			3:Somewh	4.0	3:More t	1:Very h	0.0	1:Much b	177967.05	238529.15	416496.19	342110.82	-145023.79
88	0042741	2	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	004270006	7	104580.06	246543.59	351123.65	1206	TOBA SAMOSIR	339416.92	2:Rural	14:Move	3:Childr	0042741	2	5:Senior	5.0	1:Yes	1:Yes	1:Yes	364	3	20	5			6:Still			4:Not ve	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	110101.08	52901.029	163002.11	146593.59	188121.54
89	0042741	2	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	004270006	7	104580.06	246543.59	351123.65	1206	TOBA SAMOSIR	339416.92	2:Rural	14:Move	3:Childr	0042741	2	5:Senior	5.0	1:Yes	1:Yes	1:Yes	364	3	20	5			6:Still			4:Not ve	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	103268.9	49618.325	152887.23	137496.92	198236.42
90	0042741	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	004274103	7	104580.06	246543.59	351123.65	1206	TOBA SAMOSIR	339416.92	2:Rural	14:Move	3:Childr	0042741	3	3:Junior	6.0	1:Yes	1:Yes	1:Yes	366	2	15	3			6:Still			4:Not ve	2.0	2:Adequa	2:Somewh	0.0	2:Somewh	110101.08	52901.029	163002.11	146593.59	188121.54
91	0042741	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	004274103	7	104580.06	246543.59	351123.65	1206	TOBA SAMOSIR	339416.92	2:Rural	14:Move	3:Childr	0042741	3	3:Junior	6.0	1:Yes	1:Yes	1:Yes	366	2	15	3			6:Still			4:Not ve	2.0	2:Adequa	2:Somewh	0.0	2:Somewh	103268.9	49618.325	152887.23	137496.92	198236.42
92	0043022	5	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	004302205	7	432758.53	550411.11	983169.64	1206	TOBA SAMOSIR	978291.81	2:Rural	96:SAME	3:Childr	0043022	5	5:Senior	5.0	1:Yes	1:Yes	1:Yes	376	3	20	5			6:Still			2:Very s	3.0	3:More t	1:Very h	0.0	2:Somewh	582270.22	438297.35	1020567.6	632213.82	-37397.926
93	0041053	3	3:New	2:Job se	3:No	3:No	3:No	3:No	3:No	3:No	1:Yes		18.0	1:Not ye	3:Female	004100010	6	460479.97	483874.04	944354.01	3216	BEKASI	784427.1	1:Urban	14:Move	13:Nephe	0041021	3	5:Senior	98:Don't	3:No	3:No														1:Very h	0.0	2:Somewh	49900.2	0	49900.2		894453.81
95	0491700	8	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		23.0	1:Not ye	1:Male	049170008	5	310001.14	266935.12	576936.26	3216	BEKASI	539810.34	1:Urban	96:SAME	3:Childr	0491700	8	6:Senior	6.0	3:No	3:No		4222	3	30	6	98:Don't	23.5			2009.0				1:Very h	0.0	1:Much b	301190.53	280687.81	581878.33	581878.34	-4942.0763
96	0714233	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	071423303	4	721081.09	324851.49	1045932.6	3216	BEKASI	906710.5	1:Urban	11:Move	3:Childr	0714233	3	3:Junior	6.0	1:Yes	1:Yes	3:No	5668	2	10	3			6:Still			3:Somewh	4.0	2:Adequa	2:Somewh	7.0	3:About	284407.32	229431	513838.32	513838.32	532094.26
97	0751431	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	075143103	5	535483.76	463182.55	998666.31	3216	BEKASI	971821.45	1:Urban	11:Move	3:Childr	0751431	3	6:Senior	6.0	1:Yes	1:Yes	3:No													2:Somewh	0.0	3:About	430274.67	479682.16	909956.84	909956.82	88709.477
98	0790200	8	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		19.0	2:Marrie	3:Female	079020008	15	92976.544	87988.348	180964.89	3216	BEKASI	175253.22	1:Urban	96:SAME	3:Childr	0790200	8	3:Junior	7.0	3:No	3:No		5954	2	10	73	4.0	20.79			2012.0	2:Very s	3.0	3:More t	2:Somewh	0.0	1:Much b	70314.374	156566.27	226880.65	225148.73	-45915.754
99	0790200	9	3:New	2:Job se	1:Yes			1:Yes	3:No	3:No	3:No		16.0	1:Not ye	1:Male	079020009	15	92976.544	87988.348	180964.89	3216	BEKASI	175253.22	1:Urban	96:SAME	3:Childr	0790200	9	3:Junior	7.0	3:No	3:No		5956	2	30	3			3:No	B	2012.0	3:Somewh	3.0	1:Less a	1:Very h	7.0	2:Somewh	70314.374	156566.27	226880.65	225148.73	-45915.754
100	0790500	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		20.0	1:Not ye	3:Female	079050003	3	1402906.3	396628.21	1799534.5	3216	BEKASI	1598197.9	1:Urban	96:SAME	3:Childr	0790500	3	61:Unive	9.0	1:Yes	1:Yes	3:No													1:Very h	0.0	1:Much b	679179.05	547949.01	1227128.1	1227128.1	572406.43
101	0871400	4	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		19.0	1:Not ye	1:Male	087140004	5	2562799.8	941883.71	3504683.5	3216	BEKASI		1:Urban	96:SAME	3:Childr	0871400	4	6:Senior	6.0	3:No	1:Yes	3:No	6329	3	35	6	4.0	40.8			2014.0	2:Very s	4.0	2:Adequa	3:Somewh	7.0	3:About	406277.48	283046.53	689324.01	689323.97	2815359.5
102	0871400	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		18.0	1:Not ye	1:Male	087140005	5	2562799.8	941883.71	3504683.5	3216	BEKASI		1:Urban	96:SAME	3:Childr	0871400	5	6:Senior	6.0	1:Yes	1:Yes	3:No	6332	3	30	6	4.0		6:Still			2:Very s	4.0	2:Adequa	1:Very h	0.0	1:Much b	406277.48	283046.53	689324.01	689323.97	2815359.5
103	1020931	3	3:New	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	22.0	1:Not ye	1:Male	102090005	4	550605.44	533684.61	1084290	3216	BEKASI	1022889.6	1:Urban	13:Move	3:Childr	1020931	3	6:Senior	7.0	3:No	3:No		6987	3	30	5	4.0				2011.0	4:Not ve	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	461573.08	308221.29	769794.37	769794.47	314495.67
104	1041900	4	3:New	1:Workin				1:Yes	3:No	3:No	3:No	2:Less t	19.0	1:Not ye	1:Male	104190004	4	313874.37	109985.44	423859.81	3216	BEKASI	415720.66	1:Urban	96:SAME	3:Childr	1041900	4	6:Senior	6.0	3:No	1:Yes	1:Yes	7085	3	20	6	4.0	27.1			2014.0	1:Comple	3.0	2:Adequa	1:Very h	2.0	2:Somewh	231671.06	208365.78	440036.85	437524.61	-16177.034
105	1051800	4	1:Panel	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		24.0	2:Marrie	3:Female	105180004	7	387761.51	542833.48	930594.99	3216	BEKASI	905708.43	1:Urban	96:SAME	3:Childr	1051842	1	5:Senior	7.0	3:No	3:No		7123	3	60	5	6.0	47.5			2009.0	3:Somewh	3.0	2:Adequa	3:Somewh	3.0	4:Somewh	931834.36	1053531.8	1985366.2	1985366.2	-1054771.2
106	1051800	6	3:New	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	19.0	1:Not ye	1:Male	105180006	7	387761.51	542833.48	930594.99	3216	BEKASI	905708.43	1:Urban	96:SAME	3:Childr	1051800	6	6:Senior	6.0	3:No	1:Yes	1:Yes	7126	3	30	6	5.0	28.93			2014.0	2:Very s	4.0	2:Adequa	2:Somewh	3.0	4:Somewh	291350.9	324233.42	615584.32	584181.2	315010.67
107	1051800	8	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		16.0	1:Not ye	3:Female	105180008	7	387761.51	542833.48	930594.99	3216	BEKASI	905708.43	1:Urban	96:SAME	3:Childr	1051800	8	73:Islam	6.0	1:Yes	1:Yes	1:Yes	7128	2	15	73			6:Still			2:Very s	1:Poores	3:More t	1:Very h	0.0	2:Somewh	291350.9	324233.42	615584.32	584181.2	315010.67
108	1051800	10	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		24.0	2:Marrie	1:Male	105180010	7	387761.51	542833.48	930594.99	3216	BEKASI	905708.43	1:Urban	96:SAME	5:Sons/d	1051800		6:Senior	7.0	3:No	3:No		7131	3	45	6	3.0				2008.0	2:Very s	3.0	2:Adequa	2:Somewh	1.0	4:Somewh	291350.9	324233.42	615584.32	584181.2	315010.67
110	1390611	8	3:New	4:Housek	1:Yes			3:No	3:No	3:No	1:Yes		19.0	1:Not ye	1:Male	139061108	10	291845.16	529415.13	821260.29	3216	BEKASI	808337.63	1:Urban	12:Move	10:Grand	1390611	8	5:Senior	5.0	3:No	3:No		9105	3	15	5	6.0				2012.0	3:Somewh	4.0	2:Adequa	2:Somewh	0.0	3:About	154852.13	147919.02	302771.15	302771.17	518489.14
111	1522011	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		16.0	1:Not ye	1:Male	152201103	5	951407.9	356408.5	1307816.4	3216	BEKASI	1243502.9	1:Urban	12:Move	3:Childr	1522011	3	6:Senior	6.0	1:Yes	1:Yes	3:No													2:Somewh	0.0	2:Somewh	306180.13	360748.22	666928.35	666928.31	640888.04
112	1570331	3	3:New	3:Attend	1:Yes			3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	157033103	5	659512.81	502684.48	1162197.3	3216	BEKASI		1:Urban	96:SAME	3:Childr	1570331	3	6:Senior	6.0	1:Yes	1:Yes	3:No	10075	3	20	6			6:Still			3:Somewh	4.0	2:Adequa	2:Somewh	0.0	2:Somewh	212075.53	231336.11	443411.64	443411.63	718785.65
113	1691442	3	3:New	95:Other	3:No	3:No	1:Yes	3:No	3:No	3:No	3:No		18.0	1:Not ye	1:Male	169140006	5	642492.01	786326.24	1428818.3	3216	BEKASI	1428818.3	1:Urban	12:Move	3:Childr	1691442	3	2:Elemen	98:Don't	3:No	3:No		10967	1	30	2			3:No	K		2:Very s	4.0	2:Adequa	1:Very h	0.0	2:Somewh	335873.49	380116.98	715990.47	482211.92	712827.78
114	1691442	4	3:New	2:Job se	1:Yes			3:No	3:No	3:No	1:Yes		20.0	1:Not ye	1:Male	169140005	5	642492.01	786326.24	1428818.3	3216	BEKASI	1428818.3	1:Urban	12:Move	3:Childr	1691441	1	2:Elemen	7.0	3:No	3:No		10968	1	30	2			3:No	K	2003.0	4:Not ve	2.0	3:More t	2:Somewh	0.0	2:Somewh	130636.85	212284.89	342921.74	342921.74	1085896.5
115	0042041	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		22.0	1:Not ye	1:Male	004200004	2	1390923.7	869804.39	2260728.1	1275	MEDAN	2098369.5	1:Urban	12:Move	8:Siblin	0042000	4	60:Colle	6.0	1:Yes	1:Yes	1:Yes	355	4	15	60			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	133862.71	0	133862.71		2126865.4
116	0060652	2	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		18.0	1:Not ye	1:Male	006060008	2	1358648.4	562782.41	1921430.8	1275	MEDAN	1289958.2	1:Urban	14:Move	8:Siblin	0060600	8	61:Unive	8.0	1:Yes	1:Yes	1:Yes	485	4	20	61			6:Still			2:Very s	3.0	3:More t	2:Somewh	1.0	4:Somewh	199042.91	278821.27	477864.18	472285.25	1443566.6
117	0070800	5	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	007080005	7	750525.23	317159.62	1067684.8	1275	MEDAN	1067684.8	1:Urban	11:Move	3:Childr	0070800	5	5:Senior	6.0	1:Yes	1:Yes	1:Yes	563	3	15	5			6:Still			1:Comple	3.0	2:Adequa	2:Somewh	0.0	1:Much b	236032.98	216057.27	452090.25	450492.2	615594.59
118	0102641	2	3:New	95:Other	1:Yes			3:No	3:No	3:No	3:No		15.0	1:Not ye	1:Male	010260009	6	174450.15	420612.21	595062.36	1275	MEDAN	593659.12	1:Urban	13:Move	3:Childr	0102641	2	3:Junior	6.0	3:No	3:No		956	2	60	3			3:No	B	2013.0	3:Somewh	8:Don't	2:Adequa	1:Very h	0.0	2:Somewh	147531.02	798186.18	945717.21	945717.26	-350654.84
119	0111542	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		19.0	1:Not ye	3:Female	011151203	9	244925.61	238571.91	483497.52	1275	MEDAN	473128.95	1:Urban	11:Move	13:Nephe	0111542	4	61:Unive	6.0	1:Yes	1:Yes	3:No	1054	4	30	61			6:Still			3:Somewh	4.0	2:Adequa	2:Somewh	1.0	4:Somewh	274617.17	188542.29	463159.47	463159.48	20338.05
120	0111542	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	011150008	9	244925.61	238571.91	483497.52	1275	MEDAN	473128.95	1:Urban	11:Move	13:Nephe	0111542	5	6:Senior	6.0	1:Yes	1:Yes	1:Yes	1057	3	30	6			6:Still			3:Somewh	4.0	2:Adequa	2:Somewh	0.0	1:Much b	274617.17	188542.29	463159.47	463159.48	20338.05
121	0120300	4	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	3:No	3:No		20.0	1:Not ye	1:Male	012030004	4	649013.47	1088167.6	1737181.1	1275	MEDAN		1:Urban	11:Move	3:Childr	0120300	4	61:Unive	6.0	1:Yes	1:Yes	3:No	1107	4	30	61			6:Still			1:Comple	4.0	3:More t	2:Somewh	1.0	3:About	1000277	55676.298	1055953.3	1055953.3	681227.79
122	0120300	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	012030005	4	649013.47	1088167.6	1737181.1	1275	MEDAN		1:Urban	11:Move	13:Nephe	0120300		61:Unive	6.0	1:Yes	1:Yes	3:No	1111	4	20	61			6:Still			2:Very s	4.0	3:More t	2:Somewh	0.0	3:About	1000277	55676.298	1055953.3	1055953.3	681227.79
123	0120900	5	3:New	1:Workin				1:Yes	3:No	3:No	3:No		20.0	1:Not ye	3:Female	012090005	3	1618787	1024744.4	2643531.4	1275	MEDAN	1783886.7	1:Urban	11:Move	4:Childr	0120900	5	5:Senior	6.0	3:No	3:No		1133	3	20	5	6.0	42.55			2013.0	3:Somewh	3.0	2:Adequa	2:Somewh	1.0	3:About	783900.11	505961.84	1289861.9	1289861.9	1353669.4
125	0121452	6	3:New	4:Housek	3:No	1:Yes		3:No	3:No	1:Yes	3:No		19.0	2:Marrie	3:Female	012140011	7	462252.97	503754.76	966007.73	1275	MEDAN	862466.27	1:Urban	13:Move	5:Sons/d	0121400	11	6:Senior	6.0	3:No	3:No		1155	3	35	6			3:No	C	2010.0	1:Comple	3.0	2:Adequa	4:Very u	3.0	3:About	691881.86	296774.1	988655.96	570178.1	-22648.23
126	0141841	2	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	23.0	1:Not ye	1:Male	014180005	2	1760756.1	1258735.3	3019491.4	1275	MEDAN	2451166.1	1:Urban	13:Move	8:Siblin	0141800	5	61:Unive	5.0	3:No	3:No		1270	4	15	61					2013.0	2:Very s	4.0	3:More t	2:Somewh	0.0	3:About	402933.08	524764.81	927697.89		2091793.5
127	0201500	9	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		19.0	1:Not ye	3:Female	020150009	8	320025.05	123137.16	443162.21	1275	MEDAN	225654.99	1:Urban	11:Move	13:Nephe	0201500	9	6:Senior	6.0	3:No	3:No		1624	3	20	6	4.0				2013.0	2:Very s	4.0	2:Adequa	2:Somewh	0.0	2:Somewh	215722.44	117446.52	333168.96	325863.55	109993.24
128	0201500	11	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		17.0	1:Not ye	3:Female	020153103	8	320025.05	123137.16	443162.21	1275	MEDAN	225654.99	1:Urban	11:Move	3:Childr	0201500	11	6:Senior	6.0	1:Yes	1:Yes	1:Yes	1627	3	15	6			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	215722.44	117446.52	333168.96	325863.55	109993.24
129	0201500	12	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	1:Male	020153104	8	320025.05	123137.16	443162.21	1275	MEDAN	225654.99	1:Urban	11:Move	3:Childr	0201500	12	3:Junior	6.0	1:Yes	1:Yes	1:Yes	1629	2	20	3			6:Still			2:Very s	4.0	3:More t	2:Somewh	1.0	2:Somewh	215722.44	117446.52	333168.96	325863.55	109993.24
130	0210651	2	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	021060007	2	1329355.1	434172.49	1763527.6	1275	MEDAN	1753003.1	1:Urban	13:Move	8:Siblin	0210600	7	61:Unive	6.0	1:Yes	1:Yes	1:Yes	1672	4	20	61			6:Still			3:Somewh	3.0	2:Adequa	3:Somewh	9.0	4:Somewh	143563.8	222654.09	366217.9	345575.94	1397309.7
131	0230700	17	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		21.0	1:Not ye	3:Female	023070017	5	1076338	688108.68	1764446.7	1275	MEDAN	1415873.9	1:Urban	11:Move	13:Nephe	0230700		60:Colle	6.0	1:Yes	3:No		1813	4	30	60			6:Still			1:Comple	3.0	2:Adequa	3:Somewh	0.0	2:Somewh	74575.98	0	74575.98		1689870.7
132	0230851	2	1:Panel	1:Workin				1:Yes	3:No	1:Yes	1:Yes	1:Receiv	22.0	2:Marrie	3:Female	023080003	8	325366.26	381269.12	706635.38	1275	MEDAN	705758.35	1:Urban	12:Move	3:Childr	0230800	3	5:Senior	5.0	3:No	3:No		1824	3	5	5	3.0				2008.0	3:Somewh	3.0	2:Adequa	3:Somewh	3.0	3:About	279100.62	226236.88	505337.49	505337.51	201297.88
133	0230851	3	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	1:Yes		20.0	1:Not ye	3:Female	023080004	8	325366.26	381269.12	706635.38	1275	MEDAN	705758.35	1:Urban	12:Move	3:Childr	0230800	4	5:Senior	6.0	3:No	1:Yes	1:Yes	1827	3	40	5	6.0	30.45			2014.0	2:Very s	3.0	1:Less a	3:Somewh	3.0	2:Somewh	279100.62	226236.88	505337.49	505337.51	201297.88
134	0230851	4	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		18.0	1:Not ye	1:Male	023080005	8	325366.26	381269.12	706635.38	1275	MEDAN	705758.35	1:Urban	12:Move	3:Childr	0230800	5	6:Senior	5.0	3:No	1:Yes	3:No	1830	3	30	6			3:No	K	2014.0	2:Very s	2.0	1:Less a	3:Somewh	7.0	2:Somewh	279100.62	226236.88	505337.49	505337.51	201297.88
136	0231141	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	023110008	5	232522.24	329460.3	561982.55	1275	MEDAN	524655.53	1:Urban	11:Move	3:Childr	0231141	3	74:Islam	6.0	1:Yes	1:Yes	3:No	1849	3	10	74			6:Still			2:Very s	3.0	2:Adequa	1:Very h	0.0	1:Much b	286452.74	138387.46	424840.21	297762.72	137142.34
137	0240421	3	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		18.0	1:Not ye	1:Male	024040011	3	630817.74	524169.03	1154986.8	1275	MEDAN	1145163.9	1:Urban	11:Move	3:Childr	0240421	3	6:Senior	5.0	3:No	1:Yes	1:Yes	1858	3	10	6	4.0	31.14			2014.0	4:Not ve	3.0	2:Adequa	2:Somewh	4.0	4:Somewh	367467.82	443194.44	810662.26	796812.44	344324.51
138	0240421	4	3:New	3:Attend	1:Yes			3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	1:Male	024042104	3	630817.74	524169.03	1154986.8	1275	MEDAN	1145163.9	1:Urban	11:Move	3:Childr	0240421	4	6:Senior	7.0	1:Yes	1:Yes	1:Yes	1861	3	16	6			6:Still			1:Comple	3.0	3:More t	2:Somewh	2.0	1:Much b	367467.82	443194.44	810662.26	796812.44	344324.51
139	0240500	5	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		24.0	1:Not ye	1:Male	024050005	9	297181.92	239990.77	537172.68	1275	MEDAN	465138.03	1:Urban	11:Move	3:Childr	0240500	5	3:Junior	6.0	3:No												2:Very s	4.0	1:Less a	2:Somewh	0.0	2:Somewh	183805.83	307119.9	490925.73	485732.03	46246.954
140	0240500	6	1:Panel	2:Job se	1:Yes			1:Yes	3:No	3:No	1:Yes		22.0	1:Not ye	1:Male	024050006	9	297181.92	239990.77	537172.68	1275	MEDAN	465138.03	1:Urban	11:Move	3:Childr	0240500	6	2:Elemen	6.0	3:No												2:Very s	2.0	2:Adequa	1:Very h	0.0	2:Somewh	183805.83	307119.9	490925.73	485732.03	46246.954
141	0240842	3	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		20.0	2:Marrie	3:Female	024080011	9	158538.6	197019.45	355558.05	1275	MEDAN	334898.78	1:Urban	11:Move	10:Grand	0240842	3	3:Junior	6.0	3:No	3:No		1886	2	15	3	3.0				2010.0	2:Very s	3.0	1:Less a	2:Somewh	3.0	2:Somewh	283388.73	414109.72	697498.46	678321.8	-341940.4
142	0240842	4	3:New	1:Workin				1:Yes	3:No	1:Yes	1:Yes	1:Receiv	16.0	3:Separa	3:Female	024082104	9	158538.6	197019.45	355558.05	1275	MEDAN	334898.78	1:Urban	11:Move	10:Grand	0240842	4	3:Junior	7.0	3:No	3:No		1888	2	20	3	3.0				2013.0	3:Somewh	3.0	1:Less a	1:Very h	2.0	2:Somewh	283388.73	414109.72	697498.46	678321.8	-341940.4
143	0240842	8	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		23.0	2:Marrie	1:Male	024084208	9	158538.6	197019.45	355558.05	1275	MEDAN	334898.78	1:Urban	11:Move	10:Grand	0240842		3:Junior	7.0	3:No	3:No		1890	2	30	3			3:No	BC	2008.0	4:Not ve	3.0	1:Less a	2:Somewh	3.0	2:Somewh	283388.73	414109.72	697498.46	678321.8	-341940.4
144	0240912	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		21.0	1:Not ye	1:Male	024091203	4	636682.23	507142.66	1143824.9	1275	MEDAN	1135054.4	1:Urban	11:Move	3:Childr	0240912	3	61:Unive	6.0	1:Yes	1:Yes	3:No	1894	4	60	61			6:Still			2:Very s	5.0	2:Adequa	2:Somewh	0.0	3:About	463875.4	463470.56	927345.97	927345.95	216478.93
